Timestamp,kW,kWh
2025-01-02 09:00,381.15,95.288
2025-01-02 09:15,388.40,97.099
2025-01-02 09:30,382.90,95.725
2025-01-02 09:45,380.88,95.220
2025-01-02 10:00,380.49,95.122
2025-01-02 10:15,372.41,93.101
2025-01-02 10:30,372.07,93.018
2025-01-02 10:45,383.10,95.775
2025-01-02 11:00,381.10,95.275
2025-01-02 11:15,371.40,92.850
2025-01-02 11:30,377.08,94.270
2025-01-02 11:45,386.00,96.499
2025-01-02 12:00,374.69,93.672
2025-01-02 12:15,388.14,97.034
2025-01-02 12:30,380.33,95.083
2025-01-02 12:45,387.84,96.959
2025-01-02 13:00,381.23,95.308
2025-01-02 13:15,376.62,94.154
2025-01-02 13:30,384.50,96.126
2025-01-02 13:45,383.37,95.843
2025-01-02 14:00,380.83,95.207
2025-01-02 14:15,388.72,97.179
2025-01-02 14:30,376.56,94.139
2025-01-02 14:45,383.02,95.756
2025-01-02 15:00,377.96,94.491
2025-01-02 15:15,376.71,94.176
2025-01-02 15:30,378.44,94.610
2025-01-02 15:45,380.59,95.148
2025-01-02 16:00,382.12,95.530
2025-01-02 16:15,383.45,95.862
2025-01-02 16:30,376.16,94.040
2025-01-02 16:45,379.76,94.940
2025-01-02 17:00,382.35,95.588
2025-01-02 17:15,384.29,96.072
2025-01-02 17:30,374.35,93.587
2025-01-02 17:45,343.91,85.978
2025-01-02 18:00,292.82,73.204
2025-01-02 18:15,250.00,62.500
2025-01-02 18:30,209.82,52.455
2025-01-02 18:45,162.30,40.576
2025-01-02 19:00,123.91,30.978
2025-01-02 19:15,111.78,27.945
2025-01-02 19:30,112.76,28.189
2025-01-02 19:45,117.76,29.439
2025-01-02 20:00,126.08,31.520
2025-01-02 20:15,112.53,28.131
2025-01-02 20:30,115.86,28.966
2025-01-02 20:45,115.85,28.964
2025-01-02 21:00,122.27,30.567
2025-01-02 21:15,126.99,31.747
2025-01-02 21:30,112.80,28.199
2025-01-02 21:45,115.32,28.829
2025-01-02 22:00,116.02,29.004
2025-01-02 22:15,123.97,30.992
2025-01-02 22:30,119.79,29.946
2025-01-02 22:45,112.96,28.241
2025-01-02 23:00,123.40,30.851
2025-01-02 23:15,113.10,28.275
2025-01-02 23:30,111.60,27.899
2025-01-02 23:45,115.32,28.831
2025-01-03 00:00,128.83,32.207
2025-01-03 00:15,126.12,31.530
2025-01-03 00:30,122.68,30.671
2025-01-03 00:45,124.22,31.056
2025-01-03 01:00,117.77,29.441
2025-01-03 01:15,125.14,31.285
2025-01-03 01:30,113.49,28.371
2025-01-03 01:45,124.91,31.226
2025-01-03 02:00,126.67,31.667
2025-01-03 02:15,119.88,29.971
2025-01-03 02:30,114.16,28.539
2025-01-03 02:45,120.94,30.235
2025-01-03 03:00,114.72,28.680
2025-01-03 03:15,115.34,28.836
2025-01-03 03:30,122.88,30.719
2025-01-03 03:45,121.00,30.249
2025-01-03 04:00,127.60,31.899
2025-01-03 04:15,124.41,31.103
2025-01-03 04:30,128.24,32.059
2025-01-03 04:45,116.11,29.028
2025-01-03 05:00,116.87,29.218
2025-01-03 05:15,124.70,31.175
2025-01-03 05:30,126.53,31.632
2025-01-03 05:45,157.62,39.405
2025-01-03 06:00,206.80,51.700
2025-01-03 06:15,256.34,64.086
2025-01-03 06:30,286.79,71.697
2025-01-03 06:45,331.48,82.869
2025-01-03 07:00,380.16,95.039
2025-01-03 07:15,379.72,94.930
2025-01-03 07:30,373.85,93.463
2025-01-03 07:45,385.93,96.482
2025-01-03 08:00,374.69,93.672
2025-01-03 08:15,384.72,96.180
2025-01-03 08:30,379.73,94.933
2025-01-03 08:45,379.99,94.997
2025-01-03 09:00,386.51,96.628
2025-01-03 09:15,378.67,94.667
2025-01-03 09:30,380.07,95.018
2025-01-03 09:45,382.99,95.746
2025-01-03 10:00,387.22,96.805
2025-01-03 10:15,382.84,95.711
2025-01-03 10:30,371.97,92.992
2025-01-03 10:45,380.88,95.220
2025-01-03 11:00,380.22,95.056
2025-01-03 11:15,379.11,94.777
2025-01-03 11:30,371.29,92.823
2025-01-03 11:45,371.07,92.767
2025-01-03 12:00,374.30,93.575
2025-01-03 12:15,384.06,96.016
2025-01-03 12:30,376.02,94.006
2025-01-03 12:45,387.25,96.812
2025-01-03 13:00,371.82,92.955
2025-01-03 13:15,379.91,94.977
2025-01-03 13:30,379.43,94.858
2025-01-03 13:45,373.18,93.296
2025-01-03 14:00,381.71,95.428
2025-01-03 14:15,386.00,96.499
2025-01-03 14:30,371.15,92.787
2025-01-03 14:45,372.12,93.030
2025-01-03 15:00,379.76,94.941
2025-01-03 15:15,380.99,95.248
2025-01-03 15:30,386.33,96.584
2025-01-03 15:45,388.72,97.179
2025-01-03 16:00,388.41,97.102
2025-01-03 16:15,388.23,97.058
2025-01-03 16:30,373.87,93.467
2025-01-03 16:45,388.87,97.218
2025-01-03 17:00,379.84,94.960
2025-01-03 17:15,383.23,95.806
2025-01-03 17:30,376.90,94.224
2025-01-03 17:45,335.83,83.959
2025-01-03 18:00,296.14,74.034
2025-01-03 18:15,243.81,60.953
2025-01-03 18:30,210.71,52.677
2025-01-03 18:45,156.82,39.204
2025-01-03 19:00,122.18,30.544
2025-01-03 19:15,122.44,30.609
2025-01-03 19:30,118.37,29.593
2025-01-03 19:45,124.31,31.078
2025-01-03 20:00,123.31,30.829
2025-01-03 20:15,115.58,28.895
2025-01-03 20:30,127.19,31.798
2025-01-03 20:45,117.86,29.466
2025-01-03 21:00,122.36,30.590
2025-01-03 21:15,119.36,29.841
2025-01-03 21:30,128.93,32.231
2025-01-03 21:45,121.70,30.425
2025-01-03 22:00,122.59,30.648
2025-01-03 22:15,118.81,29.702
2025-01-03 22:30,126.03,31.507
2025-01-03 22:45,121.60,30.400
2025-01-03 23:00,128.58,32.144
2025-01-03 23:15,123.23,30.807
2025-01-03 23:30,121.20,30.300
2025-01-03 23:45,122.34,30.586
2025-01-04 00:00,204.89,51.223
2025-01-04 00:15,112.09,28.023
2025-01-04 00:30,207.38,51.845
2025-01-04 00:45,111.63,27.908
2025-01-04 01:00,112.05,28.012
2025-01-04 01:15,122.43,30.608
2025-01-04 01:30,118.33,29.582
2025-01-04 01:45,117.26,29.314
2025-01-04 02:00,124.42,31.104
2025-01-04 02:15,111.96,27.991
2025-01-04 02:30,121.70,30.425
2025-01-04 02:45,121.56,30.389
2025-01-04 03:00,121.74,30.435
2025-01-04 03:15,121.83,30.458
2025-01-04 03:30,113.70,28.425
2025-01-04 03:45,124.53,31.133
2025-01-04 04:00,128.06,32.016
2025-01-04 04:15,119.33,29.832
2025-01-04 04:30,117.81,29.453
2025-01-04 04:45,129.53,32.383
2025-01-04 05:00,124.62,31.155
2025-01-04 05:15,128.79,32.197
2025-01-04 05:30,129.27,32.318
2025-01-04 05:45,115.87,28.968
2025-01-04 06:00,131.32,32.829
2025-01-04 06:15,131.75,32.937
2025-01-04 06:30,126.56,31.639
2025-01-04 06:45,133.36,33.341
2025-01-04 07:00,133.75,33.438
2025-01-04 07:15,134.40,33.599
2025-01-04 07:30,127.68,31.919
2025-01-04 07:45,123.55,30.889
2025-01-04 08:00,137.97,34.493
2025-01-04 08:15,128.11,32.027
2025-01-04 08:30,130.55,32.637
2025-01-04 08:45,128.84,32.209
2025-01-04 09:00,143.64,35.910
2025-01-04 09:15,139.04,34.761
2025-01-04 09:30,141.83,35.456
2025-01-04 09:45,141.23,35.308
2025-01-04 10:00,143.45,35.862
2025-01-04 10:15,149.16,37.291
2025-01-04 10:30,146.62,36.656
2025-01-04 10:45,141.29,35.323
2025-01-04 11:00,149.91,37.477
2025-01-04 11:15,145.08,36.271
2025-01-04 11:30,157.98,39.496
2025-01-04 11:45,148.45,37.112
2025-01-04 12:00,161.43,40.358
2025-01-04 12:15,162.52,40.630
2025-01-04 12:30,155.47,38.867
2025-01-04 12:45,156.99,39.246
2025-01-04 13:00,162.09,40.522
2025-01-04 13:15,165.55,41.387
2025-01-04 13:30,154.04,38.509
2025-01-04 13:45,165.69,41.423
2025-01-04 14:00,165.99,41.497
2025-01-04 14:15,150.81,37.703
2025-01-04 14:30,157.32,39.329
2025-01-04 14:45,161.67,40.417
2025-01-04 15:00,149.80,37.450
2025-01-04 15:15,157.43,39.356
2025-01-04 15:30,142.39,35.599
2025-01-04 15:45,152.71,38.178
2025-01-04 16:00,144.88,36.221
2025-01-04 16:15,144.01,36.002
2025-01-04 16:30,140.72,35.180
2025-01-04 16:45,138.75,34.688
2025-01-04 17:00,143.36,35.840
2025-01-04 17:15,129.72,32.430
2025-01-04 17:30,130.97,32.742
2025-01-04 17:45,132.07,33.018
2025-01-04 18:00,126.81,31.704
2025-01-04 18:15,125.70,31.425
2025-01-04 18:30,134.14,33.535
2025-01-04 18:45,121.66,30.416
2025-01-04 19:00,125.28,31.320
2025-01-04 19:15,128.69,32.171
2025-01-04 19:30,122.18,30.545
2025-01-04 19:45,118.17,29.543
2025-01-04 20:00,114.39,28.598
2025-01-04 20:15,114.03,28.507
2025-01-04 20:30,118.86,29.715
2025-01-04 20:45,121.91,30.477
2025-01-04 21:00,118.97,29.741
2025-01-04 21:15,124.98,31.245
2025-01-04 21:30,118.00,29.499
2025-01-04 21:45,116.82,29.204
2025-01-04 22:00,116.20,29.049
2025-01-04 22:15,126.54,31.636
2025-01-04 22:30,113.39,28.347
2025-01-04 22:45,111.99,27.997
2025-01-04 23:00,121.51,30.377
2025-01-04 23:15,122.27,30.568
2025-01-04 23:30,114.50,28.626
2025-01-04 23:45,115.02,28.754
2025-01-05 00:00,119.12,29.780
2025-01-05 00:15,111.38,27.845
2025-01-05 00:30,111.95,27.988
2025-01-05 00:45,119.68,29.921
2025-01-05 01:00,111.31,27.827
2025-01-05 01:15,124.80,31.200
2025-01-05 01:30,113.27,28.317
2025-01-05 01:45,123.44,30.860
2025-01-05 02:00,128.61,32.153
2025-01-05 02:15,127.04,31.759
2025-01-05 02:30,123.80,30.951
2025-01-05 02:45,125.93,31.482
2025-01-05 03:00,111.18,27.796
2025-01-05 03:15,127.55,31.887
2025-01-05 03:30,115.34,28.836
2025-01-05 03:45,111.54,27.885
2025-01-05 04:00,123.53,30.883
2025-01-05 04:15,113.20,28.301
2025-01-05 04:30,124.11,31.027
2025-01-05 04:45,112.18,28.044
2025-01-05 05:00,116.22,29.054
2025-01-05 05:15,119.07,29.768
2025-01-05 05:30,117.70,29.424
2025-01-05 05:45,131.01,32.753
2025-01-05 06:00,117.33,29.332
2025-01-05 06:15,128.77,32.193
2025-01-05 06:30,131.50,32.874
2025-01-05 06:45,132.71,33.178
2025-01-05 07:00,130.25,32.561
2025-01-05 07:15,123.86,30.965
2025-01-05 07:30,119.69,29.923
2025-01-05 07:45,129.44,32.360
2025-01-05 08:00,132.82,33.205
2025-01-05 08:15,123.57,30.893
2025-01-05 08:30,136.31,34.077
2025-01-05 08:45,133.18,33.295
2025-01-05 09:00,131.48,32.871
2025-01-05 09:15,131.16,32.790
2025-01-05 09:30,134.84,33.709
2025-01-05 09:45,144.16,36.040
2025-01-05 10:00,145.31,36.329
2025-01-05 10:15,144.57,36.143
2025-01-05 10:30,146.99,36.747
2025-01-05 10:45,142.64,35.661
2025-01-05 11:00,154.72,38.680
2025-01-05 11:15,160.55,40.137
2025-01-05 11:30,155.04,38.760
2025-01-05 11:45,150.32,37.579
2025-01-05 12:00,160.60,40.149
2025-01-05 12:15,153.27,38.318
2025-01-05 12:30,167.05,41.761
2025-01-05 12:45,167.49,41.873
2025-01-05 13:00,152.74,38.186
2025-01-05 13:15,166.44,41.610
2025-01-05 13:30,159.33,39.831
2025-01-05 13:45,155.96,38.990
2025-01-05 14:00,155.23,38.809
2025-01-05 14:15,148.79,37.197
2025-01-05 14:30,159.63,39.909
2025-01-05 14:45,150.08,37.521
2025-01-05 15:00,149.66,37.414
2025-01-05 15:15,144.92,36.231
2025-01-05 15:30,152.03,38.008
2025-01-05 15:45,141.91,35.477
2025-01-05 16:00,149.62,37.404
2025-01-05 16:15,146.44,36.611
2025-01-05 16:30,139.41,34.852
2025-01-05 16:45,140.88,35.221
2025-01-05 17:00,132.86,33.215
2025-01-05 17:15,141.37,35.343
2025-01-05 17:30,135.98,33.994
2025-01-05 17:45,129.04,32.259
2025-01-05 18:00,138.65,34.662
2025-01-05 18:15,127.05,31.762
2025-01-05 18:30,123.71,30.927
2025-01-05 18:45,123.75,30.938
2025-01-05 19:00,128.01,32.004
2025-01-05 19:15,125.66,31.414
2025-01-05 19:30,130.49,32.623
2025-01-05 19:45,124.89,31.222
2025-01-05 20:00,120.62,30.156
2025-01-05 20:15,117.69,29.423
2025-01-05 20:30,123.67,30.916
2025-01-05 20:45,114.76,28.689
2025-01-05 21:00,115.17,28.793
2025-01-05 21:15,115.02,28.755
2025-01-05 21:30,129.16,32.291
2025-01-05 21:45,124.47,31.118
2025-01-05 22:00,126.04,31.509
2025-01-05 22:15,126.19,31.547
2025-01-05 22:30,115.87,28.967
2025-01-05 22:45,124.21,31.054
2025-01-05 23:00,127.19,31.798
2025-01-05 23:15,115.66,28.916
2025-01-05 23:30,122.53,30.632
2025-01-05 23:45,127.13,31.783
2025-01-06 00:00,122.29,30.573
2025-01-06 00:15,120.22,30.056
2025-01-06 00:30,118.33,29.583
2025-01-06 00:45,125.74,31.436
2025-01-06 01:00,126.77,31.691
2025-01-06 01:15,126.03,31.508
2025-01-06 01:30,113.14,28.284
2025-01-06 01:45,118.06,29.515
2025-01-06 02:00,126.59,31.647
2025-01-06 02:15,117.60,29.401
2025-01-06 02:30,111.80,27.950
2025-01-06 02:45,128.40,32.099
2025-01-06 03:00,121.22,30.305
2025-01-06 03:15,114.53,28.634
2025-01-06 03:30,126.80,31.699
2025-01-06 03:45,116.18,29.045
2025-01-06 04:00,122.91,30.726
2025-01-06 04:15,116.48,29.120
2025-01-06 04:30,115.05,28.764
2025-01-06 04:45,128.79,32.197
2025-01-06 05:00,117.96,29.489
2025-01-06 05:15,114.15,28.538
2025-01-06 05:30,119.29,29.824
2025-01-06 05:45,160.70,40.174
2025-01-06 06:00,206.23,51.557
2025-01-06 06:15,252.88,63.220
2025-01-06 06:30,296.64,74.160
2025-01-06 06:45,338.79,84.698
2025-01-06 07:00,376.95,94.238
2025-01-06 07:15,386.72,96.681
2025-01-06 07:30,380.56,95.140
2025-01-06 07:45,376.01,94.003
2025-01-06 08:00,379.98,94.995
2025-01-06 08:15,385.25,96.314
2025-01-06 08:30,375.24,93.810
2025-01-06 08:45,381.09,95.271
2025-01-06 09:00,386.11,96.526
2025-01-06 09:15,374.07,93.518
2025-01-06 09:30,385.86,96.466
2025-01-06 09:45,380.42,95.105
2025-01-06 10:00,375.90,93.975
2025-01-06 10:15,385.52,96.380
2025-01-06 10:30,373.36,93.340
2025-01-06 10:45,382.22,95.554
2025-01-06 11:00,384.20,96.050
2025-01-06 11:15,379.89,94.971
2025-01-06 11:30,387.41,96.853
2025-01-06 11:45,386.38,96.595
2025-01-06 12:00,374.51,93.628
2025-01-06 12:15,380.12,95.029
2025-01-06 12:30,376.00,94.000
2025-01-06 12:45,388.44,97.109
2025-01-06 13:00,388.60,97.150
2025-01-06 13:15,385.32,96.330
2025-01-06 13:30,376.40,94.100
2025-01-06 13:45,382.43,95.607
2025-01-06 14:00,384.69,96.173
2025-01-06 14:15,385.62,96.404
2025-01-06 14:30,385.46,96.366
2025-01-06 14:45,381.82,95.454
2025-01-06 15:00,377.74,94.436
2025-01-06 15:15,371.75,92.938
2025-01-06 15:30,374.60,93.651
2025-01-06 15:45,374.78,93.694
2025-01-06 16:00,374.98,93.746
2025-01-06 16:15,376.36,94.089
2025-01-06 16:30,373.63,93.409
2025-01-06 16:45,387.98,96.995
2025-01-06 17:00,377.18,94.295
2025-01-06 17:15,387.17,96.792
2025-01-06 17:30,375.06,93.765
2025-01-06 17:45,330.73,82.682
2025-01-06 18:00,300.51,75.126
2025-01-06 18:15,255.44,63.860
2025-01-06 18:30,210.18,52.546
2025-01-06 18:45,158.75,39.687
2025-01-06 19:00,118.41,29.604
2025-01-06 19:15,128.28,32.069
2025-01-06 19:30,121.12,30.281
2025-01-06 19:45,117.07,29.267
2025-01-06 20:00,128.04,32.011
2025-01-06 20:15,114.31,28.578
2025-01-06 20:30,120.14,30.036
2025-01-06 20:45,118.20,29.551
2025-01-06 21:00,112.15,28.037
2025-01-06 21:15,122.09,30.523
2025-01-06 21:30,113.34,28.336
2025-01-06 21:45,126.73,31.682
2025-01-06 22:00,112.38,28.094
2025-01-06 22:15,114.49,28.623
2025-01-06 22:30,127.89,31.973
2025-01-06 22:45,118.14,29.534
2025-01-06 23:00,116.99,29.248
2025-01-06 23:15,115.12,28.780
2025-01-06 23:30,123.39,30.848
2025-01-06 23:45,119.65,29.914
2025-01-07 00:00,120.64,30.159
2025-01-07 00:15,127.11,31.777
2025-01-07 00:30,122.73,30.683
2025-01-07 00:45,113.62,28.406
2025-01-07 01:00,128.57,32.144
2025-01-07 01:15,115.19,28.798
2025-01-07 01:30,119.66,29.914
2025-01-07 01:45,117.12,29.279
2025-01-07 02:00,119.06,29.765
2025-01-07 02:15,119.91,29.979
2025-01-07 02:30,113.40,28.350
2025-01-07 02:45,116.08,29.019
2025-01-07 03:00,118.81,29.703
2025-01-07 03:15,126.80,31.701
2025-01-07 03:30,118.50,29.625
2025-01-07 03:45,114.94,28.736
2025-01-07 04:00,114.58,28.644
2025-01-07 04:15,125.85,31.461
2025-01-07 04:30,122.03,30.508
2025-01-07 04:45,122.82,30.705
2025-01-07 05:00,115.56,28.891
2025-01-07 05:15,115.09,28.771
2025-01-07 05:30,119.29,29.822
2025-01-07 05:45,163.26,40.814
2025-01-07 06:00,201.97,50.492
2025-01-07 06:15,246.76,61.690
2025-01-07 06:30,298.39,74.599
2025-01-07 06:45,335.44,83.860
2025-01-07 07:00,382.92,95.729
2025-01-07 07:15,372.59,93.147
2025-01-07 07:30,373.28,93.319
2025-01-07 07:45,385.88,96.470
2025-01-07 08:00,381.10,95.275
2025-01-07 08:15,384.84,96.211
2025-01-07 08:30,379.90,94.974
2025-01-07 08:45,382.19,95.549
2025-01-07 09:00,375.29,93.822
2025-01-07 09:15,387.71,96.929
2025-01-07 09:30,384.85,96.212
2025-01-07 09:45,382.55,95.638
2025-01-07 10:00,374.31,93.579
2025-01-07 10:15,387.41,96.853
2025-01-07 10:30,379.71,94.927
2025-01-07 10:45,376.22,94.055
2025-01-07 11:00,386.73,96.682
2025-01-07 11:15,378.49,94.623
2025-01-07 11:30,386.76,96.690
2025-01-07 11:45,371.22,92.806
2025-01-07 12:00,387.54,96.885
2025-01-07 12:15,372.92,93.230
2025-01-07 12:30,378.67,94.667
2025-01-07 12:45,386.04,96.510
2025-01-07 13:00,381.88,95.470
2025-01-07 13:15,387.81,96.953
2025-01-07 13:30,381.97,95.492
2025-01-07 13:45,379.69,94.922
2025-01-07 14:00,384.17,96.042
2025-01-07 14:15,376.69,94.173
2025-01-07 14:30,372.84,93.211
2025-01-07 14:45,374.87,93.716
2025-01-07 15:00,380.96,95.241
2025-01-07 15:15,387.71,96.927
2025-01-07 15:30,384.31,96.077
2025-01-07 15:45,373.86,93.465
2025-01-07 16:00,371.37,92.843
2025-01-07 16:15,372.14,93.034
2025-01-07 16:30,372.39,93.098
2025-01-07 16:45,379.82,94.956
2025-01-07 17:00,372.75,93.187
2025-01-07 17:15,388.33,97.083
2025-01-07 17:30,379.49,94.873
2025-01-07 17:45,329.20,82.301
2025-01-07 18:00,294.69,73.673
2025-01-07 18:15,243.90,60.974
2025-01-07 18:30,198.29,49.573
2025-01-07 18:45,167.44,41.861
2025-01-07 19:00,117.89,29.474
2025-01-07 19:15,118.29,29.573
2025-01-07 19:30,113.10,28.275
2025-01-07 19:45,118.98,29.746
2025-01-07 20:00,118.28,29.570
2025-01-07 20:15,112.83,28.207
2025-01-07 20:30,121.49,30.373
2025-01-07 20:45,119.32,29.830
2025-01-07 21:00,118.45,29.611
2025-01-07 21:15,125.34,31.336
2025-01-07 21:30,114.23,28.559
2025-01-07 21:45,127.90,31.974
2025-01-07 22:00,118.72,29.681
2025-01-07 22:15,123.59,30.896
2025-01-07 22:30,114.33,28.583
2025-01-07 22:45,127.69,31.921
2025-01-07 23:00,127.91,31.978
2025-01-07 23:15,127.30,31.825
2025-01-07 23:30,118.18,29.545
2025-01-07 23:45,117.53,29.383
2025-01-08 00:00,128.53,32.133
2025-01-08 00:15,119.15,29.788
2025-01-08 00:30,113.72,28.431
2025-01-08 00:45,125.40,31.351
2025-01-08 01:00,111.53,27.882
2025-01-08 01:15,124.44,31.111
2025-01-08 01:30,119.45,29.862
2025-01-08 01:45,124.16,31.039
2025-01-08 02:00,114.11,28.528
2025-01-08 02:15,118.75,29.687
2025-01-08 02:30,128.44,32.109
2025-01-08 02:45,121.13,30.283
2025-01-08 03:00,119.12,29.780
2025-01-08 03:15,126.91,31.727
2025-01-08 03:30,121.23,30.308
2025-01-08 03:45,115.89,28.973
2025-01-08 04:00,124.01,31.002
2025-01-08 04:15,112.79,28.196
2025-01-08 04:30,120.69,30.172
2025-01-08 04:45,128.91,32.229
2025-01-08 05:00,120.61,30.152
2025-01-08 05:15,119.38,29.846
2025-01-08 05:30,115.51,28.878
2025-01-08 05:45,159.65,39.913
2025-01-08 06:00,215.47,53.867
2025-01-08 06:15,249.47,62.368
2025-01-08 06:30,287.35,71.839
2025-01-08 06:45,335.38,83.845
2025-01-08 07:00,382.90,95.725
2025-01-08 07:15,378.31,94.577
2025-01-08 07:30,380.88,95.220
2025-01-08 07:45,371.89,92.972
2025-01-08 08:00,373.12,93.280
2025-01-08 08:15,385.02,96.255
2025-01-08 08:30,380.14,95.035
2025-01-08 08:45,376.50,94.125
2025-01-08 09:00,384.49,96.123
2025-01-08 09:15,387.98,96.995
2025-01-08 09:30,371.84,92.959
2025-01-08 09:45,386.75,96.686
2025-01-08 10:00,375.09,93.773
2025-01-08 10:15,385.59,96.398
2025-01-08 10:30,384.69,96.173
2025-01-08 10:45,376.47,94.117
2025-01-08 11:00,374.77,93.692
2025-01-08 11:15,388.89,97.222
2025-01-08 11:30,377.60,94.400
2025-01-08 11:45,374.38,93.594
2025-01-08 12:00,375.28,93.821
2025-01-08 12:15,375.67,93.917
2025-01-08 12:30,384.09,96.022
2025-01-08 12:45,387.07,96.767
2025-01-08 13:00,383.54,95.886
2025-01-08 13:15,387.05,96.762
2025-01-08 13:30,373.76,93.439
2025-01-08 13:45,382.76,95.689
2025-01-08 14:00,372.54,93.134
2025-01-08 14:15,388.90,97.224
2025-01-08 14:30,377.69,94.423
2025-01-08 14:45,374.05,93.513
2025-01-08 15:00,373.12,93.280
2025-01-08 15:15,376.79,94.197
2025-01-08 15:30,383.53,95.884
