Name,SAMPLE CUSTOMER
Address,"123 Industrial Way, San Diego, CA"
Account Number,1234567890
Service,Electric

Meter Number,Date,Start Time,Duration,Consumption,Generation,Net
05551234,1/1/2025,16:45,15,94.2647,0,94.2647
05551234,1/1/2025,17:00,15,93.7440,0,93.7440
05551234,1/1/2025,17:15,15,95.3256,0,95.3256
05551234,1/1/2025,17:30,15,93.4874,0,93.4874
05551234,1/1/2025,17:45,15,84.4410,0,84.4410
05551234,1/1/2025,18:00,15,72.8593,0,72.8593
05551234,1/1/2025,18:15,15,62.1326,0,62.1326
05551234,1/1/2025,18:30,15,51.2100,0,51.2100
05551234,1/1/2025,18:45,15,42.6137,0,42.6137
05551234,1/1/2025,19:00,15,29.9787,0,29.9787
05551234,1/1/2025,19:15,15,30.2086,0,30.2086
05551234,1/1/2025,19:30,15,28.8093,0,28.8093
05551234,1/1/2025,19:45,15,29.0945,0,29.0945
05551234,1/1/2025,20:00,15,30.7618,0,30.7618
05551234,1/1/2025,20:15,15,28.5119,0,28.5119
05551234,1/1/2025,20:30,15,29.1640,0,29.1640
05551234,1/1/2025,20:45,15,29.1621,0,29.1621
05551234,1/1/2025,21:00,15,30.3489,0,30.3489
05551234,1/1/2025,21:15,15,29.9169,0,29.9169
05551234,1/1/2025,21:30,15,30.9542,0,30.9542
05551234,1/1/2025,21:45,15,31.4026,0,31.4026
05551234,1/1/2025,22:00,15,28.4436,0,28.4436
05551234,1/1/2025,22:15,15,30.1155,0,30.1155
05551234,1/1/2025,22:30,15,31.7753,0,31.7753
05551234,1/1/2025,22:45,15,28.4097,0,28.4097
05551234,1/1/2025,23:00,15,31.3842,0,31.3842
05551234,1/1/2025,23:15,15,29.5034,0,29.5034
05551234,1/1/2025,23:30,15,32.1802,0,32.1802
05551234,1/1/2025,23:45,15,31.6177,0,31.6177
05551234,1/2/2025,0:00,15,31.0963,0,31.0963
05551234,1/2/2025,0:15,15,28.0620,0,28.0620
05551234,1/2/2025,0:30,15,30.0294,0,30.0294
05551234,1/2/2025,0:45,15,31.1736,0,31.1736
05551234,1/2/2025,1:00,15,31.4219,0,31.4219
05551234,1/2/2025,1:15,15,31.5164,0,31.5164
05551234,1/2/2025,1:30,15,30.4473,0,30.4473
05551234,1/2/2025,1:45,15,29.7611,0,29.7611
05551234,1/2/2025,2:00,15,30.8144,0,30.8144
05551234,1/2/2025,2:15,15,31.9689,0,31.9689
05551234,1/2/2025,2:30,15,29.2320,0,29.2320
05551234,1/2/2025,2:45,15,28.4322,0,28.4322
05551234,1/2/2025,3:00,15,27.8399,0,27.8399
05551234,1/2/2025,3:15,15,30.6645,0,30.6645
05551234,1/2/2025,3:30,15,32.0517,0,32.0517
05551234,1/2/2025,3:45,15,29.8481,0,29.8481
05551234,1/2/2025,4:00,15,28.4032,0,28.4032
05551234,1/2/2025,4:15,15,28.3761,0,28.3761
05551234,1/2/2025,4:30,15,29.0594,0,29.0594
05551234,1/2/2025,4:45,15,30.3094,0,30.3094
05551234,1/2/2025,5:00,15,31.3211,0,31.3211
05551234,1/2/2025,5:15,15,28.6317,0,28.6317
05551234,1/2/2025,5:30,15,30.0801,0,30.0801
05551234,1/2/2025,5:45,15,40.6940,0,40.6940
05551234,1/2/2025,6:00,15,51.3294,0,51.3294
05551234,1/2/2025,6:15,15,61.6342,0,61.6342
05551234,1/2/2025,6:30,15,73.3540,0,73.3540
05551234,1/2/2025,6:45,15,84.3042,0,84.3042
05551234,1/2/2025,7:00,15,95.6632,0,95.6632
05551234,1/2/2025,7:15,15,93.3567,0,93.3567
05551234,1/2/2025,7:30,15,93.4168,0,93.4168
05551234,1/2/2025,7:45,15,93.0618,0,93.0618
05551234,1/2/2025,8:00,15,94.6868,0,94.6868
05551234,1/2/2025,8:15,15,93.1946,0,93.1946
05551234,1/2/2025,8:30,15,93.0053,0,93.0053
05551234,1/2/2025,8:45,15,93.7837,0,93.7837
05551234,1/2/2025,9:00,15,95.2882,0,95.2882
05551234,1/2/2025,9:15,15,97.0988,0,97.0988
05551234,1/2/2025,9:30,15,95.7254,0,95.7254
05551234,1/2/2025,9:45,15,95.2196,0,95.2196
05551234,1/2/2025,10:00,15,95.1217,0,95.1217
05551234,1/2/2025,10:15,15,93.1014,0,93.1014
05551234,1/2/2025,10:30,15,93.0181,0,93.0181
05551234,1/2/2025,10:45,15,95.7746,0,95.7746
05551234,1/2/2025,11:00,15,95.2745,0,95.2745
05551234,1/2/2025,11:15,15,92.8496,0,92.8496
05551234,1/2/2025,11:30,15,94.2703,0,94.2703
05551234,1/2/2025,11:45,15,96.4990,0,96.4990
05551234,1/2/2025,12:00,15,93.6723,0,93.6723
05551234,1/2/2025,12:15,15,97.0344,0,97.0344
05551234,1/2/2025,12:30,15,95.0826,0,95.0826
05551234,1/2/2025,12:45,15,96.9591,0,96.9591
05551234,1/2/2025,13:00,15,95.3084,0,95.3084
05551234,1/2/2025,13:15,15,94.1539,0,94.1539
05551234,1/2/2025,13:30,15,96.1261,0,96.1261
05551234,1/2/2025,13:45,15,95.8427,0,95.8427
05551234,1/2/2025,14:00,15,95.2071,0,95.2071
05551234,1/2/2025,14:15,15,97.1794,0,97.1794
05551234,1/2/2025,14:30,15,94.1392,0,94.1392
05551234,1/2/2025,14:45,15,95.7556,0,95.7556
05551234,1/2/2025,15:00,15,94.4908,0,94.4908
05551234,1/2/2025,15:15,15,94.1763,0,94.1763
05551234,1/2/2025,15:30,15,94.6096,0,94.6096
05551234,1/2/2025,15:45,15,95.1479,0,95.1479
05551234,1/2/2025,16:00,15,95.5304,0,95.5304
05551234,1/2/2025,16:15,15,95.8618,0,95.8618
05551234,1/2/2025,16:30,15,94.0403,0,94.0403
05551234,1/2/2025,16:45,15,94.9399,0,94.9399
05551234,1/2/2025,17:00,15,95.5884,0,95.5884
05551234,1/2/2025,17:15,15,96.0723,0,96.0723
05551234,1/2/2025,17:30,15,93.5865,0,93.5865
05551234,1/2/2025,17:45,15,85.9782,0,85.9782
05551234,1/2/2025,18:00,15,73.2043,0,73.2043
05551234,1/2/2025,18:15,15,62.4996,0,62.4996
05551234,1/2/2025,18:30,15,52.4553,0,52.4553
05551234,1/2/2025,18:45,15,40.5759,0,40.5759
05551234,1/2/2025,19:00,15,30.9777,0,30.9777
05551234,1/2/2025,19:15,15,27.9449,0,27.9449
05551234,1/2/2025,19:30,15,28.1890,0,28.1890
05551234,1/2/2025,19:45,15,29.4391,0,29.4391
05551234,1/2/2025,20:00,15,31.5204,0,31.5204
05551234,1/2/2025,20:15,15,28.1314,0,28.1314
05551234,1/2/2025,20:30,15,28.9662,0,28.9662
05551234,1/2/2025,20:45,15,28.9635,0,28.9635
05551234,1/2/2025,21:00,15,30.5674,0,30.5674
05551234,1/2/2025,21:15,15,31.7466,0,31.7466
05551234,1/2/2025,21:30,15,28.1990,0,28.1990
05551234,1/2/2025,21:45,15,28.8291,0,28.8291
05551234,1/2/2025,22:00,15,29.0043,0,29.0043
05551234,1/2/2025,22:15,15,30.9920,0,30.9920
05551234,1/2/2025,22:30,15,29.9465,0,29.9465
05551234,1/2/2025,22:45,15,28.2409,0,28.2409
05551234,1/2/2025,23:00,15,30.8509,0,30.8509
05551234,1/2/2025,23:15,15,28.2747,0,28.2747
05551234,1/2/2025,23:30,15,27.8992,0,27.8992
05551234,1/2/2025,23:45,15,28.8307,0,28.8307
05551234,1/3/2025,0:00,15,32.2067,0,32.2067
05551234,1/3/2025,0:15,15,31.5300,0,31.5300
05551234,1/3/2025,0:30,15,30.6711,0,30.6711
05551234,1/3/2025,0:45,15,31.0562,0,31.0562
05551234,1/3/2025,1:00,15,29.4415,0,29.4415
05551234,1/3/2025,1:15,15,31.2847,0,31.2847
05551234,1/3/2025,1:30,15,28.3715,0,28.3715
05551234,1/3/2025,1:45,15,31.2265,0,31.2265
05551234,1/3/2025,2:00,15,31.6667,0,31.6667
05551234,1/3/2025,2:15,15,29.9709,0,29.9709
05551234,1/3/2025,2:30,15,28.5394,0,28.5394
05551234,1/3/2025,2:45,15,30.2345,0,30.2345
05551234,1/3/2025,3:00,15,28.6795,0,28.6795
05551234,1/3/2025,3:15,15,28.8358,0,28.8358
05551234,1/3/2025,3:30,15,30.7195,0,30.7195
05551234,1/3/2025,3:45,15,30.2494,0,30.2494
05551234,1/3/2025,4:00,15,31.8992,0,31.8992
05551234,1/3/2025,4:15,15,31.1030,0,31.1030
05551234,1/3/2025,4:30,15,32.0588,0,32.0588
05551234,1/3/2025,4:45,15,29.0278,0,29.0278
05551234,1/3/2025,5:00,15,29.2182,0,29.2182
05551234,1/3/2025,5:15,15,31.1745,0,31.1745
05551234,1/3/2025,5:30,15,31.6325,0,31.6325
05551234,1/3/2025,5:45,15,39.4052,0,39.4052
05551234,1/3/2025,6:00,15,51.7005,0,51.7005
05551234,1/3/2025,6:15,15,64.0862,0,64.0862
05551234,1/3/2025,6:30,15,71.6969,0,71.6969
05551234,1/3/2025,6:45,15,82.8691,0,82.8691
05551234,1/3/2025,7:00,15,95.0392,0,95.0392
05551234,1/3/2025,7:15,15,94.9304,0,94.9304
05551234,1/3/2025,7:30,15,93.4626,0,93.4626
05551234,1/3/2025,7:45,15,96.4816,0,96.4816
05551234,1/3/2025,8:00,15,93.6719,0,93.6719
05551234,1/3/2025,8:15,15,96.1799,0,96.1799
05551234,1/3/2025,8:30,15,94.9333,0,94.9333
05551234,1/3/2025,8:45,15,94.9970,0,94.9970
05551234,1/3/2025,9:00,15,96.6276,0,96.6276
05551234,1/3/2025,9:15,15,94.6671,0,94.6671
05551234,1/3/2025,9:30,15,95.0178,0,95.0178
05551234,1/3/2025,9:45,15,95.7463,0,95.7463
05551234,1/3/2025,10:00,15,96.8052,0,96.8052
05551234,1/3/2025,10:15,15,95.7106,0,95.7106
05551234,1/3/2025,10:30,15,92.9919,0,92.9919
05551234,1/3/2025,10:45,15,95.2202,0,95.2202
05551234,1/3/2025,11:00,15,95.0560,0,95.0560
05551234,1/3/2025,11:15,15,94.7774,0,94.7774
05551234,1/3/2025,11:30,15,92.8233,0,92.8233
05551234,1/3/2025,11:45,15,92.7667,0,92.7667
05551234,1/3/2025,12:00,15,93.5745,0,93.5745
05551234,1/3/2025,12:15,15,96.0160,0,96.0160
05551234,1/3/2025,12:30,15,94.0056,0,94.0056
05551234,1/3/2025,12:45,15,96.8118,0,96.8118
05551234,1/3/2025,13:00,15,92.9552,0,92.9552
05551234,1/3/2025,13:15,15,94.9771,0,94.9771
05551234,1/3/2025,13:30,15,94.8576,0,94.8576
05551234,1/3/2025,13:45,15,93.2960,0,93.2960
05551234,1/3/2025,14:00,15,95.4278,0,95.4278
05551234,1/3/2025,14:15,15,96.4991,0,96.4991
05551234,1/3/2025,14:30,15,92.7872,0,92.7872
05551234,1/3/2025,14:45,15,93.0301,0,93.0301
05551234,1/3/2025,15:00,15,94.9406,0,94.9406
05551234,1/3/2025,15:15,15,95.2482,0,95.2482
05551234,1/3/2025,15:30,15,96.5837,0,96.5837
05551234,1/3/2025,15:45,15,97.1790,0,97.1790
05551234,1/3/2025,16:00,15,97.1021,0,97.1021
05551234,1/3/2025,16:15,15,97.0584,0,97.0584
05551234,1/3/2025,16:30,15,93.4669,0,93.4669
05551234,1/3/2025,16:45,15,97.2183,0,97.2183
05551234,1/3/2025,17:00,15,94.9602,0,94.9602
05551234,1/3/2025,17:15,15,95.8063,0,95.8063
05551234,1/3/2025,17:30,15,94.2243,0,94.2243
05551234,1/3/2025,17:45,15,83.9586,0,83.9586
05551234,1/3/2025,18:00,15,74.0341,0,74.0341
05551234,1/3/2025,18:15,15,60.9526,0,60.9526
05551234,1/3/2025,18:30,15,52.6774,0,52.6774
05551234,1/3/2025,18:45,15,39.2044,0,39.2044
05551234,1/3/2025,19:00,15,30.5440,0,30.5440
05551234,1/3/2025,19:15,15,30.6094,0,30.6094
05551234,1/3/2025,19:30,15,29.5930,0,29.5930
05551234,1/3/2025,19:45,15,31.0777,0,31.0777
05551234,1/3/2025,20:00,15,30.8286,0,30.8286
05551234,1/3/2025,20:15,15,28.8947,0,28.8947
05551234,1/3/2025,20:30,15,31.7976,0,31.7976
05551234,1/3/2025,20:45,15,29.4660,0,29.4660
05551234,1/3/2025,21:00,15,30.5903,0,30.5903
05551234,1/3/2025,21:15,15,29.8407,0,29.8407
05551234,1/3/2025,21:30,15,32.2313,0,32.2313
05551234,1/3/2025,21:45,15,30.4255,0,30.4255
05551234,1/3/2025,22:00,15,30.6484,0,30.6484
05551234,1/3/2025,22:15,15,29.7020,0,29.7020
05551234,1/3/2025,22:30,15,31.5066,0,31.5066
05551234,1/3/2025,22:45,15,30.3998,0,30.3998
05551234,1/3/2025,23:00,15,32.1444,0,32.1444
05551234,1/3/2025,23:15,15,30.8074,0,30.8074
05551234,1/3/2025,23:30,15,30.3004,0,30.3004
05551234,1/3/2025,23:45,15,30.5861,0,30.5861
05551234,1/4/2025,0:00,15,51.2229,0,51.2229
05551234,1/4/2025,0:15,15,28.0230,0,28.0230
05551234,1/4/2025,0:30,15,51.8448,0,51.8448
05551234,1/4/2025,0:45,15,27.9084,0,27.9084
05551234,1/4/2025,1:00,15,28.0120,0,28.0120
05551234,1/4/2025,1:15,15,30.6078,0,30.6078
05551234,1/4/2025,1:30,15,29.5822,0,29.5822
05551234,1/4/2025,1:45,15,29.3145,0,29.3145
05551234,1/4/2025,2:00,15,31.1038,0,31.1038
05551234,1/4/2025,2:15,15,27.9909,0,27.9909
05551234,1/4/2025,2:30,15,30.4252,0,30.4252
05551234,1/4/2025,2:45,15,30.3894,0,30.3894
05551234,1/4/2025,3:00,15,30.4354,0,30.4354
05551234,1/4/2025,3:15,15,30.4576,0,30.4576
05551234,1/4/2025,3:30,15,28.4247,0,28.4247
05551234,1/4/2025,3:45,15,31.1330,0,31.1330
05551234,1/4/2025,4:00,15,32.0159,0,32.0159
05551234,1/4/2025,4:15,15,29.8318,0,29.8318
05551234,1/4/2025,4:30,15,29.4526,0,29.4526
05551234,1/4/2025,4:45,15,32.3827,0,32.3827
05551234,1/4/2025,5:00,15,31.1549,0,31.1549
05551234,1/4/2025,5:15,15,32.1970,0,32.1970
05551234,1/4/2025,5:30,15,32.3180,0,32.3180
05551234,1/4/2025,5:45,15,28.9676,0,28.9676
05551234,1/4/2025,6:00,15,32.8293,0,32.8293
05551234,1/4/2025,6:15,15,32.9374,0,32.9374
05551234,1/4/2025,6:30,15,31.6394,0,31.6394
05551234,1/4/2025,6:45,15,33.3409,0,33.3409
05551234,1/4/2025,7:00,15,33.4376,0,33.4376
05551234,1/4/2025,7:15,15,33.5990,0,33.5990
05551234,1/4/2025,7:30,15,31.9188,0,31.9188
05551234,1/4/2025,7:45,15,30.8887,0,30.8887
05551234,1/4/2025,8:00,15,34.4928,0,34.4928
05551234,1/4/2025,8:15,15,32.0266,0,32.0266
05551234,1/4/2025,8:30,15,32.6369,0,32.6369
05551234,1/4/2025,8:45,15,32.2091,0,32.2091
05551234,1/4/2025,9:00,15,35.9103,0,35.9103
05551234,1/4/2025,9:15,15,34.7607,0,34.7607
05551234,1/4/2025,9:30,15,35.4563,0,35.4563
05551234,1/4/2025,9:45,15,35.3079,0,35.3079
05551234,1/4/2025,10:00,15,35.8622,0,35.8622
05551234,1/4/2025,10:15,15,37.2909,0,37.2909
05551234,1/4/2025,10:30,15,36.6559,0,36.6559
05551234,1/4/2025,10:45,15,35.3228,0,35.3228
05551234,1/4/2025,11:00,15,37.4770,0,37.4770
05551234,1/4/2025,11:15,15,36.2708,0,36.2708
05551234,1/4/2025,11:30,15,39.4957,0,39.4957
05551234,1/4/2025,11:45,15,37.1121,0,37.1121
05551234,1/4/2025,12:00,15,40.3583,0,40.3583
05551234,1/4/2025,12:15,15,40.6300,0,40.6300
05551234,1/4/2025,12:30,15,38.8666,0,38.8666
05551234,1/4/2025,12:45,15,39.2463,0,39.2463
05551234,1/4/2025,13:00,15,40.5217,0,40.5217
05551234,1/4/2025,13:15,15,41.3870,0,41.3870
05551234,1/4/2025,13:30,15,38.5094,0,38.5094
05551234,1/4/2025,13:45,15,41.4234,0,41.4234
05551234,1/4/2025,14:00,15,41.4974,0,41.4974
05551234,1/4/2025,14:15,15,37.7026,0,37.7026
05551234,1/4/2025,14:30,15,39.3293,0,39.3293
05551234,1/4/2025,14:45,15,40.4170,0,40.4170
05551234,1/4/2025,15:00,15,37.4497,0,37.4497
05551234,1/4/2025,15:15,15,39.3564,0,39.3564
05551234,1/4/2025,15:30,15,35.5987,0,35.5987
05551234,1/4/2025,15:45,15,38.1781,0,38.1781
05551234,1/4/2025,16:00,15,36.2206,0,36.2206
05551234,1/4/2025,16:15,15,36.0025,0,36.0025
05551234,1/4/2025,16:30,15,35.1798,0,35.1798
05551234,1/4/2025,16:45,15,34.6881,0,34.6881
05551234,1/4/2025,17:00,15,35.8404,0,35.8404
05551234,1/4/2025,17:15,15,32.4295,0,32.4295
05551234,1/4/2025,17:30,15,32.7425,0,32.7425
05551234,1/4/2025,17:45,15,33.0180,0,33.0180
05551234,1/4/2025,18:00,15,31.7037,0,31.7037
05551234,1/4/2025,18:15,15,31.4248,0,31.4248
05551234,1/4/2025,18:30,15,33.5348,0,33.5348
05551234,1/4/2025,18:45,15,30.4157,0,30.4157
05551234,1/4/2025,19:00,15,31.3196,0,31.3196
05551234,1/4/2025,19:15,15,32.1714,0,32.1714
05551234,1/4/2025,19:30,15,30.5453,0,30.5453
05551234,1/4/2025,19:45,15,29.5432,0,29.5432
05551234,1/4/2025,20:00,15,28.5977,0,28.5977
05551234,1/4/2025,20:15,15,28.5069,0,28.5069
05551234,1/4/2025,20:30,15,29.7147,0,29.7147
05551234,1/4/2025,20:45,15,30.4770,0,30.4770
05551234,1/4/2025,21:00,15,29.7415,0,29.7415
05551234,1/4/2025,21:15,15,31.2447,0,31.2447
05551234,1/4/2025,21:30,15,29.4990,0,29.4990
05551234,1/4/2025,21:45,15,29.2040,0,29.2040
05551234,1/4/2025,22:00,15,29.0489,0,29.0489
05551234,1/4/2025,22:15,15,31.6361,0,31.6361
05551234,1/4/2025,22:30,15,28.3472,0,28.3472
05551234,1/4/2025,22:45,15,27.9974,0,27.9974
05551234,1/4/2025,23:00,15,30.3766,0,30.3766
05551234,1/4/2025,23:15,15,30.5675,0,30.5675
05551234,1/4/2025,23:30,15,28.6257,0,28.6257
05551234,1/4/2025,23:45,15,28.7543,0,28.7543
05551234,1/5/2025,0:00,15,29.7804,0,29.7804
05551234,1/5/2025,0:15,15,27.8454,0,27.8454
05551234,1/5/2025,0:30,15,27.9879,0,27.9879
05551234,1/5/2025,0:45,15,29.9210,0,29.9210
05551234,1/5/2025,1:00,15,27.8271,0,27.8271
05551234,1/5/2025,1:15,15,31.2000,0,31.2000
05551234,1/5/2025,1:30,15,28.3166,0,28.3166
05551234,1/5/2025,1:45,15,30.8600,0,30.8600
05551234,1/5/2025,2:00,15,32.1534,0,32.1534
05551234,1/5/2025,2:15,15,31.7594,0,31.7594
05551234,1/5/2025,2:30,15,30.9508,0,30.9508
05551234,1/5/2025,2:45,15,31.4817,0,31.4817
05551234,1/5/2025,3:00,15,27.7961,0,27.7961
05551234,1/5/2025,3:15,15,31.8872,0,31.8872
05551234,1/5/2025,3:30,15,28.8358,0,28.8358
05551234,1/5/2025,3:45,15,27.8846,0,27.8846
05551234,1/5/2025,4:00,15,30.8831,0,30.8831
05551234,1/5/2025,4:15,15,28.3007,0,28.3007
05551234,1/5/2025,4:30,15,31.0268,0,31.0268
05551234,1/5/2025,4:45,15,28.0443,0,28.0443
05551234,1/5/2025,5:00,15,29.0542,0,29.0542
05551234,1/5/2025,5:15,15,29.7676,0,29.7676
05551234,1/5/2025,5:30,15,29.4239,0,29.4239
05551234,1/5/2025,5:45,15,32.7527,0,32.7527
05551234,1/5/2025,6:00,15,29.3323,0,29.3323
05551234,1/5/2025,6:15,15,32.1927,0,32.1927
05551234,1/5/2025,6:30,15,32.8741,0,32.8741
05551234,1/5/2025,6:45,15,33.1776,0,33.1776
05551234,1/5/2025,7:00,15,32.5614,0,32.5614
05551234,1/5/2025,7:15,15,30.9646,0,30.9646
05551234,1/5/2025,7:30,15,29.9229,0,29.9229
05551234,1/5/2025,7:45,15,32.3599,0,32.3599
05551234,1/5/2025,8:00,15,33.2047,0,33.2047
05551234,1/5/2025,8:15,15,30.8929,0,30.8929
05551234,1/5/2025,8:30,15,34.0774,0,34.0774
05551234,1/5/2025,8:45,15,33.2947,0,33.2947
05551234,1/5/2025,9:00,15,32.8708,0,32.8708
05551234,1/5/2025,9:15,15,32.7902,0,32.7902
05551234,1/5/2025,9:30,15,33.7093,0,33.7093
05551234,1/5/2025,9:45,15,36.0403,0,36.0403
05551234,1/5/2025,10:00,15,36.3287,0,36.3287
05551234,1/5/2025,10:15,15,36.1435,0,36.1435
05551234,1/5/2025,10:30,15,36.7471,0,36.7471
05551234,1/5/2025,10:45,15,35.6610,0,35.6610
05551234,1/5/2025,11:00,15,38.6805,0,38.6805
05551234,1/5/2025,11:15,15,40.1366,0,40.1366
05551234,1/5/2025,11:30,15,38.7601,0,38.7601
05551234,1/5/2025,11:45,15,37.5794,0,37.5794
05551234,1/5/2025,12:00,15,40.1488,0,40.1488
05551234,1/5/2025,12:15,15,38.3183,0,38.3183
05551234,1/5/2025,12:30,15,41.7614,0,41.7614
05551234,1/5/2025,12:45,15,41.8731,0,41.8731
05551234,1/5/2025,13:00,15,38.1857,0,38.1857
05551234,1/5/2025,13:15,15,41.6103,0,41.6103
05551234,1/5/2025,13:30,15,39.8313,0,39.8313
05551234,1/5/2025,13:45,15,38.9897,0,38.9897
05551234,1/5/2025,14:00,15,38.8085,0,38.8085
05551234,1/5/2025,14:15,15,37.1969,0,37.1969
05551234,1/5/2025,14:30,15,39.9087,0,39.9087
05551234,1/5/2025,14:45,15,37.5209,0,37.5209
05551234,1/5/2025,15:00,15,37.4140,0,37.4140
05551234,1/5/2025,15:15,15,36.2306,0,36.2306
05551234,1/5/2025,15:30,15,38.0078,0,38.0078
05551234,1/5/2025,15:45,15,35.4774,0,35.4774
05551234,1/5/2025,16:00,15,37.4041,0,37.4041
05551234,1/5/2025,16:15,15,36.6110,0,36.6110
05551234,1/5/2025,16:30,15,34.8518,0,34.8518
05551234,1/5/2025,16:45,15,35.2208,0,35.2208
05551234,1/5/2025,17:00,15,33.2146,0,33.2146
05551234,1/5/2025,17:15,15,35.3429,0,35.3429
05551234,1/5/2025,17:30,15,33.9938,0,33.9938
05551234,1/5/2025,17:45,15,32.2590,0,32.2590
05551234,1/5/2025,18:00,15,34.6622,0,34.6622
05551234,1/5/2025,18:15,15,31.7623,0,31.7623
05551234,1/5/2025,18:30,15,30.9269,0,30.9269
05551234,1/5/2025,18:45,15,30.9378,0,30.9378
05551234,1/5/2025,19:00,15,32.0037,0,32.0037
05551234,1/5/2025,19:15,15,31.4139,0,31.4139
05551234,1/5/2025,19:30,15,32.6226,0,32.6226
05551234,1/5/2025,19:45,15,31.2223,0,31.2223
05551234,1/5/2025,20:00,15,30.1559,0,30.1559
05551234,1/5/2025,20:15,15,29.4234,0,29.4234
05551234,1/5/2025,20:30,15,30.9164,0,30.9164
05551234,1/5/2025,20:45,15,28.6892,0,28.6892
05551234,1/5/2025,21:00,15,28.7931,0,28.7931
05551234,1/5/2025,21:15,15,28.7552,0,28.7552
05551234,1/5/2025,21:30,15,32.2910,0,32.2910
05551234,1/5/2025,21:45,15,31.1178,0,31.1178
05551234,1/5/2025,22:00,15,31.5088,0,31.5088
05551234,1/5/2025,22:15,15,31.5471,0,31.5471
05551234,1/5/2025,22:30,15,28.9671,0,28.9671
05551234,1/5/2025,22:45,15,31.0537,0,31.0537
